day,2019,2020
1,64.0,82.0
2,120.0,137.0
3,107.0,117.0
4,107.0,95.0
5,84.0,59.0
6,84.0,133.0
7,135.0,127.0
8,100.0,119.0
9,118.0,112.0
10,111.0,107.0
11,103.0,92.0
12,78.0,74.0
13,60.0,155.0
14,145.0,105.0
15,105.0,110.0
16,112.0,106.0
17,107.0,101.0
18,86.0,71.0
19,75.0,76.0
20,77.0,119.0
21,117.0,89.0
22,109.0,119.0
23,111.0,91.0
24,99.0,103.0
25,99.0,60.0
26,103.0,72.0
27,73.0,111.0
28,131.0,113.0
29,112.0,94.0
30,119.0,113.0
31,102.0,106.0
32,111.0,74.0
33,79.0,69.0
34,72.0,126.0
35,121.0,90.0
36,115.0,106.0
37,114.0,95.0
38,92.0,99.0
39,118.0,77.0
40,90.0,79.0
41,72.0,132.0
42,145.0,103.0
43,100.0,93.0
44,91.0,113.0
45,93.0,95.0
46,113.0,86.0
47,86.0,54.0
48,72.0,149.0
49,127.0,104.0
50,109.0,98.0
51,93.0,94.0
52,90.0,91.0
53,83.0,82.0
54,71.0,59.0
55,55.0,116.0
56,110.0,102.0
57,91.0,100.0
58,102.0,103.0
59,112.0,104.0
60,112.0,74.0
61,95.0,58.0
62,56.0,130.0
63,132.0,108.0
64,89.0,107.0
65,82.0,82.0
66,101.0,101.0
67,104.0,82.0
68,77.0,75.0
69,69.0,117.0
70,126.0,97.0
71,89.0,87.0
72,103.0,107.0
73,90.0,101.0
74,73.0,83.0
75,76.0,58.0
76,69.0,128.0
77,69.0,92.0
78,120.0,114.0
79,104.0,90.0
80,97.0,88.0
81,80.0,86.0
82,75.0,65.0
83,67.0,116.0
84,114.0,100.0
85,75.0,112.0
86,82.0,124.0
87,84.0,103.0
88,100.0,92.0
89,75.0,65.0
90,76.0,130.0
91,126.0,110.0
92,93.0,116.0
93,82.0,140.0
94,92.0,113.0
95,87.0,123.0
96,68.0,103.0
97,71.0,164.0
98,117.0,139.0
99,107.0,155.0
100,99.0,131.0
101,80.0,134.0
102,122.0,118.0
103,70.0,119.0
104,61.0,149.0
105,122.0,172.0
106,99.0,120.0
107,96.0,163.0
108,86.0,139.0
109,90.0,121.0
110,77.0,87.0
111,48.0,141.0
112,85.0,132.0
113,132.0,110.0
114,101.0,114.0
115,85.0,128.0
116,93.0,83.0
117,76.0,80.0
118,49.0,144.0
119,113.0,130.0
120,82.0,104.0
121,100.0,115.0
122,78.0,117.0
123,85.0,79.0
124,78.0,80.0
125,83.0,110.0
126,78.0,111.0
127,129.0,103.0
128,97.0,109.0
129,101.0,106.0
130,98.0,98.0
131,73.0,63.0
132,71.0,105.0
133,122.0,90.0
134,105.0,92.0
135,89.0,98.0
136,96.0,86.0
137,98.0,86.0
138,75.0,67.0
139,54.0,119.0
140,88.0,88.0
141,100.0,98.0
142,105.0,90.0
143,86.0,80.0
144,91.0,78.0
145,67.0,50.0
146,65.0,113.0
147,109.0,93.0
148,92.0,86.0
149,101.0,80.0
150,89.0,101.0
151,112.0,62.0
152,82.0,70.0
153,45.0,76.0
154,68.0,116.0
155,111.0,98.0
156,85.0,68.0
157,78.0,80.0
158,75.0,69.0
159,71.0,56.0
160,70.0,92.0
161,107.0,94.0
162,90.0,87.0
163,78.0,87.0
164,94.0,69.0
165,115.0,74.0
166,62.0,58.0
167,49.0,115.0
168,129.0,91.0
169,114.0,66.0
170,88.0,77.0
171,103.0,82.0
172,88.0,81.0
173,71.0,51.0
174,57.0,83.0
175,131.0,94.0
176,97.0,61.0
177,88.0,82.0
178,78.0,63.0
179,84.0,78.0
180,66.0,65.0
181,46.0,109.0
182,129.0,79.0
183,101.0,68.0
184,86.0,82.0
185,91.0,78.0
186,91.0,59.0
187,60.0,42.0
188,65.0,80.0
189,115.0,83.0
190,89.0,80.0
191,80.0,84.0
192,95.0,76.0
193,68.0,63.0
194,65.0,70.0
195,44.0,98.0
196,98.0,92.0
197,92.0,83.0
198,85.0,97.0
199,82.0,84.0
200,91.0,73.0
201,69.0,63.0
202,52.0,111.0
203,93.0,74.0
204,79.0,80.0
205,79.0,84.0
206,90.0,83.0
207,78.0,73.0
208,61.0,55.0
209,56.0,97.0
210,103.0,70.0
211,82.0,66.0
212,81.0,92.0
213,74.0,68.0
214,72.0,64.0
215,67.0,54.0
216,56.0,73.0
217,78.0,111.0
218,103.0,90.0
219,80.0,100.0
220,81.0,83.0
221,67.0,73.0
222,70.0,51.0
223,55.0,93.0
224,99.0,92.0
225,90.0,87.0
226,76.0,88.0
227,97.0,87.0
228,93.0,64.0
229,51.0,54.0
230,58.0,99.0
231,124.0,89.0
232,65.0,74.0
233,76.0,71.0
234,76.0,92.0
235,90.0,73.0
236,77.0,50.0
237,60.0,124.0
238,107.0,102.0
239,86.0,75.0
240,75.0,90.0
241,89.0,66.0
242,83.0,70.0
243,81.0,59.0
244,60.0,111.0
245,116.0,94.0
246,78.0,77.0
247,81.0,84.0
248,87.0,91.0
249,81.0,76.0
250,73.0,45.0
251,60.0,108.0
252,119.0,81.0
253,64.0,91.0
254,78.0,84.0
255,108.0,86.0
256,93.0,85.0
257,77.0,60.0
258,59.0,125.0
259,101.0,89.0
260,85.0,82.0
261,77.0,72.0
262,90.0,87.0
263,91.0,65.0
264,81.0,53.0
265,60.0,83.0
266,106.0,83.0
267,83.0,105.0
268,92.0,80.0
269,83.0,80.0
270,93.0,69.0
271,59.0,58.0
272,55.0,127.0
273,127.0,94.0
274,118.0,102.0
275,82.0,108.0
276,92.0,93.0
277,94.0,75.0
278,76.0,70.0
279,46.0,105.0
280,111.0,108.0
281,96.0,87.0
282,84.0,91.0
283,104.0,84.0
284,89.0,67.0
285,89.0,79.0
286,54.0,116.0
287,119.0,90.0
288,110.0,77.0
289,107.0,105.0
290,79.0,89.0
291,95.0,75.0
292,75.0,72.0
293,58.0,117.0
294,113.0,113.0
295,104.0,100.0
296,104.0,89.0
297,97.0,87.0
298,109.0,108.0
299,77.0,75.0
300,57.0,81.0
301,77.0,104.0
302,131.0,107.0
303,112.0,108.0
304,99.0,58.0
305,87.0,104.0
306,86.0,65.0
307,67.0,126.0
308,114.0,92.0
309,92.0,87.0
310,118.0,102.0
311,93.0,102.0
312,93.0,78.0
313,84.0,71.0
314,71.0,120.0
315,116.0,70.0
316,95.0,97.0
317,97.0,96.0
318,119.0,94.0
319,95.0,86.0
320,71.0,68.0
321,64.0,117.0
322,128.0,102.0
323,101.0,98.0
324,107.0,75.0
325,109.0,96.0
326,104.0,81.0
327,79.0,46.0
328,59.0,107.0
329,134.0,103.0
330,115.0,101.0
331,88.0,87.0
332,101.0,95.0
333,100.0,78.0
334,61.0,50.0
335,62.0,100.0
336,122.0,90.0
337,105.0,102.0
338,100.0,91.0
339,110.0,85.0
340,85.0,95.0
341,87.0,76.0
342,69.0,110.0
343,125.0,111.0
344,99.0,111.0
345,105.0,93.0
346,114.0,104.0
347,104.0,73.0
348,84.0,62.0
349,71.0,119.0
350,148.0,94.0
351,131.0,102.0
352,121.0,90.0
353,111.0,103.0
354,99.0,83.0
355,94.0,60.0
356,72.0,124.0
357,128.0,113.0
358,105.0,96.0
359,30.0,87.0
360,111.0,31.0
361,144.0,107.0
362,101.0,75.0
363,83.0,106.0
364,147.0,148.0
365,144.0,91.0
366,,106.0
